Geography,Product,Time,Dollar Sales,Unit Sales,SKU
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-03-17,31628.22,1978,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 12-31-17,34698.3,2170,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY MIINT DISPOSABLE 4 CT - 0819913011401,4 Weeks Ending 01-28-18,40518.66,2534,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-31-16,353.3363787,22.0973345,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-28-16,671.8014916,42.01385188,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-27-16,767.52,48,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-24-16,1087.32,68,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-22-16,991.38,62,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-19-16,1822.83,117,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-17-16,2062.68,132,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-14-16,1742.91,109,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-11-16,1375.14,86,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-09-16,2531.043221,158.289132,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-06-16,3201.222129,200.201509,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-04-16,2726.04854,170.4845866,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-01-17,2990.13,187,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-29-17,3134.04,196,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 02-26-17,2214.864687,138.5156152,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 03-26-17,4048.032744,253.1602716,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 04-23-17,9248.924543,578.419296,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 05-21-17,7403.37,463,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 06-18-17,5561.52,348,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 07-16-17,8010.99,501,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 08-13-17,8534.633492,533.7481859,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 09-10-17,8858.46,554,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 10-08-17,6587.88,412,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 11-05-17,6304.549166,394.2807484,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-03-17,6124.17,383,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 12-31-17,8058.96,504,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY TABAAC DISPOSABLE 4 CT - 0819913011421,4 Weeks Ending 01-28-18,8673.57,543,JUUL Refill Kits
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 11-05-17,10685.37163,305.4411432,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 12-03-17,12491.43,357,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 12-31-17,12876.32,368,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 2 CT - 0819913011581,4 Weeks Ending 01-28-18,12876.32,368,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-31-16,949.6878736,25.12521338,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-28-16,429.89,11,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-27-16,1199.68,32,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-24-16,1329.65,35,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-22-16,1597.6,42,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-19-16,2839.27,73,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-17-16,2619.28,68,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-14-16,2759.3,70,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-11-16,2579.32,68,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-09-16,1922.6023,49.073964,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-06-16,2002.723338,50.0806036,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-04-16,2546.390343,64.17911589,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-01-17,3909.02,98,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-29-17,7318.18,182,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 02-26-17,10189.34679,226.6745727,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 03-26-17,7889.693524,159.2270515,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 04-23-17,8775.173207,176.5414762,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 05-21-17,8418.3,170,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 06-18-17,8438.3,170,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 07-16-17,11837.63,237,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 08-13-17,10125.98278,202.9630997,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 09-10-17,4694.05,95,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 10-08-17,5698.86,114,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 11-05-17,9364.316233,187.7238694,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-03-17,15731.85,315,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 12-31-17,20945.81,419,JUUL Devices
Circle K - Circle K Arizona Non-Metro-RMA - Conv,JUUL ELECTRONIC SMKNG DVC ELECTRONIC CIGRTT KT RECHARGEABLE 3 CT - 0819913011371,4 Weeks Ending 01-28-18,21095.78,422,JUUL Devices
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 01-31-16,15301631.45,2273489.821,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 02-28-16,15852439.55,2348730.007,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 03-27-16,16422086.89,2435611.388,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 04-24-16,17020504.61,2535228.972,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 05-22-16,17583429.75,2613176.031,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 06-19-16,18512336.35,2726832.998,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 07-17-16,18520733.24,2736663,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 08-14-16,18472382.94,2735452.6,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 09-11-16,18379412.26,2713123,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 10-09-16,18210329.29,2680310.176,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 11-06-16,17770067.04,2615070.585,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 12-04-16,16960953.43,2468986.421,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 01-01-17,16337476.05,2356747.449,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 01-29-17,15511180.38,2251790.477,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 02-26-17,16241149.58,2355602.99,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 03-26-17,16515109.64,2389286.142,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 04-23-17,17079231.14,2474782.246,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 05-21-17,17481120.73,2521703.051,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 06-18-17,18266136.35,2619607.82,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 07-16-17,18348191.25,2629570.998,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 08-13-17,17939427.01,2581680.572,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 09-10-17,17673047.32,2552201.223,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 10-08-17,17646738.91,2544557.424,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 11-05-17,16931583.25,2413204,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 12-03-17,16290002.37,2321139,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 12-31-17,15733416.19,2240091.2,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,CIGARETTES,4 Weeks Ending 01-28-18,14880289.97,2131884,Cigarettes Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-31-16,187484.1092,21329.85917,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-28-16,200243.7858,21424.47584,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-27-16,200265.391,21055.1686,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-24-16,221899.426,23850.36292,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-22-16,237743.1419,26107.04366,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-19-16,234166.6058,26430.77158,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-17-16,237361,26740,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-14-16,229197.02,27656,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-11-16,239172.33,28514,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-09-16,260477.7787,29550.51877,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-06-16,289975.0211,31075.68778,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-04-16,318862.5887,32475.70817,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-01-17,339022.2301,33117.30147,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-29-17,340644.9183,31656.36293,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 02-26-17,403288.3198,35896.00322,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 03-26-17,435806.9144,40079.2338,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 04-23-17,453030.9845,40505.09185,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 05-21-17,519983.5995,44358.41183,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 06-18-17,644346.3051,48349.13321,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 07-16-17,800384.0245,55128.05777,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 08-13-17,917000.5643,62356.60598,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 09-10-17,752266.8499,58115.99705,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 10-08-17,821852.5758,62395.90475,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 11-05-17,1071737.02,72595,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-03-17,1468107.58,87504,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 12-31-17,1761187.726,105847.1,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,ELECTRONIC SMOKING DEVICES,4 Weeks Ending 01-28-18,1733575.37,106125,E-Cigs Total
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY ASSORTED DISPOSABLE 4 CT - 0819913011411,4 Weeks Ending 01-28-18,15.99,1,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-31-16,4496.760715,281.2233093,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 02-28-16,5044.41874,315.4733421,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 03-27-16,5282.328587,330.3520067,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 04-24-16,5970.348708,373.3801569,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 05-22-16,6369.02198,398.3128192,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 06-19-16,7598.625186,475.211081,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 07-17-16,8586.63,537,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 08-14-16,5868.33,367,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 09-11-16,6332.04,396,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 10-09-16,9225.788614,576.9723961,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 11-06-16,12346.28715,772.1255251,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-04-16,13811.57875,858.7311685,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-01-17,18621.72294,1156.376727,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-29-17,19576.89275,1217.365189,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 02-26-17,26492.57335,1644.413832,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 03-26-17,31096.53183,1929.779891,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 04-23-17,33881.56266,2103.982286,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 05-21-17,14503.37078,904.4443374,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 06-18-17,30301.97057,1883.88553,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 07-16-17,38140.91967,2372.350141,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 08-13-17,57959.40324,3606.01,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 09-10-17,46949.28106,2920.730698,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 10-08-17,23805.98907,1479.914414,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 11-05-17,30683.91,1909,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-03-17,40383.88,2512,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 12-31-17,54092.4,3360,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY BRUULE DISPOSABLE 4 CT - 0819913011381,4 Weeks Ending 01-28-18,56786.74,3526,JUUL Refill Kits
Circle K - Circle K Heartland-RMA - Conv,JUUL ELCTRNC SMKNG ACSRY FRUUT DISPOSABLE 4 CT - 0819913011391,4 Weeks Ending 01-31-16,3162.931946,197.8068759,JUUL Refill Kits
